mundane	lacking interest or excitement; dull	seeking a way out of his mundane, humdrum existence	the boundaries of the mundane world	 	 	 	humdrum, dull, boring, tedious, monotonous, tiresome, wearisome, prosaic, unexciting, uninteresting, uneventful, unvarying, unvaried, unremarkable, repetitive, repetitious, routine, ordinary, everyday, day-to-day, quotidian, run-of-the-mill, commonplace, common, workaday, usual, pedestrian, customary, regular, normal, earthly, worldly, terrestrial, material, temporal, secular, non-spiritual, fleshly, carnal, sensual	[sound:mundane.mp3]	prep_scholar powerscore gregmat manhattan magoosh vince rank_6
quotidian	of or occurring every day; daily	the car sped noisily off through the quotidian traffic	his story is an achingly human one, mired in quotidian details	 	 	 	daily, everyday, day-to-day, quotidian, daily, everyday, occurring each day, occurring every day, day-to-day, ordinary, average, normal, run-of-the-mill, everyday, standard, typical, middle-of-the-road, common, conventional, mainstream, unremarkable, unexceptional, unpretentious, modest, plain, simple, workaday, undistinguished, nondescript, characterless, colourless, commonplace, humdrum, mundane, unmemorable	[sound:quotidian.mp3]	prep_scholar greenlight_advanced powerscore manhattan magoosh vince rank_6
whimsical	playfully quaint or fanciful, especially in an appealing and amusing way	a whimsical sense of humor	the whimsical arbitrariness of autocracy	 	 	 	fanciful, playful, mischievous, waggish, quaint, fantastic, unusual, curious, droll, volatile, capricious, temperamental, impulsive, excitable, fickle, changeable, unpredictable, variable, erratic, quicksilver, mercurial, mutable, inconstant, inconsistent, unstable, unsteady, fluctuating, ever-changing, protean, kaleidoscopic, fluid, wavering, vacillating, wayward	[sound:whimsical.mp3]	prep_scholar greenlight_basic powerscore manhattan magoosh vince rank_6
ebullient	cheerful and full of energy	she sounded ebullient and happy	misted and ebullient seas	 	 	 	exuberant, buoyant, cheerful, joyful, cheery, merry, sunny, breezy, jaunty, light-hearted, in high spirits, high-spirited, exhilarated, elated, euphoric, jubilant, animated, sparkling, effervescent, vivacious, enthusiastic, irrepressible	[sound:ebullient.mp3]	prep_scholar powerscore gregmat manhattan magoosh vince rank_6
timorous	showing or suffering from nervousness, fear, or a lack of confidence	a timorous voice	 	 	 	 	easily frightened, lacking courage, fearful, apprehensive, faint-hearted	[sound:timorous.mp3]	prep_scholar greenlight_advanced gregmat magoosh manhattan vince rank_6
castigate	reprimand (someone) severely	he was castigated for not setting a good example	 	 	 	 	reprimand, rebuke, admonish, chastise, chide, upbraid, reprove, reproach, scold, remonstrate with, berate, take to task, pull up, lambast, read someone the Riot Act, give someone a piece of one's mind, haul over the coals, lecture, criticize, censure	[sound:castigate.mp3]	prep_scholar powerscore gregmat manhattan magoosh vince rank_6
corroborate	confirm or give support to (a statement, theory, or finding)	the witness had corroborated the boy's account of the attack	 	 	 	 	confirm, verify, endorse, ratify, authenticate, validate, certify	[sound:corroborate.mp3]	powerscore greenlight_basic gregmat manhattan magoosh vince rank_6
copious	abundant in supply or quantity	she took copious notes	I had been a little too copious in talking of my country	 	 	 	abundant, superabundant, plentiful, ample, profuse, full, extensive, considerable, substantial, generous, bumper, lavish, fulsome, liberal, bountiful, overflowing, abounding, teeming, copious, prolific, abundant, ample, extravagant, lavish, liberal, unstinting, fulsome, effusive, gushing, immoderate, unrestrained, excessive, inordinate	[sound:copious.mp3]	prep_scholar greenlight_basic gregmat manhattan magoosh vince rank_6
intransigent	unwilling or refusing to change one's views or to agree about something	her father had tried persuasion, but she was intransigent	 	 	 	 	uncompromising, inflexible, unbending, unyielding, unshakeable, unwavering, resolute, unpersuadable, unmalleable, unaccommodating, uncooperative, stubborn, obstinate, obdurate, pig-headed, bull-headed, single-minded, iron-willed, hard-line, hard and fast, diehard, immovable, unrelenting, inexorable, inveterate, rigid, tough, firm, determined, adamant, tenacious	[sound:intransigent.mp3]	prep_scholar greenlight_basic powerscore gregmat manhattan magoosh rank_6
advocate	a person who publicly supports or recommends a particular cause or policy	he was an untiring advocate of economic reform	care managers can become advocates for their clients	Marshall was a skilled advocate but a mediocre judge	they advocated an ethical foreign policy	 	champion, upholder, supporter, backer, promoter, proponent, exponent, protector, patron, barrister, lawyer, counsel, counsellor, professional pleader, legal practitioner, recommend, prescribe, commend, advise, favour, approve of, support, back, uphold, subscribe to, champion, campaign on behalf of, stand up for, speak for, argue for, plead for, press for, lobby for, urge, promote, espouse, endorse, sanction, vouch for	[sound:advocate.mp3]	prep_scholar greenlight_basic magoosh gregmat manhattan vince rank_6
pernicious	having a harmful effect, especially in a gradual or subtle way	the pernicious influences of the mass media	 	 	 	 	harmful, damaging, destructive, injurious, hurtful, detrimental, deleterious, dangerous, adverse, inimical, unhealthy, unfavourable, bad, evil, baleful, wicked, malign, malevolent, malignant, noxious, poisonous, cancerous, corrupting, ruinous, deadly, lethal, fatal	[sound:pernicious.mp3]	greenlight_advanced gregmat powerscore manhattan magoosh vince rank_6
ingenuous	(of a person or action) innocent and unsuspecting	he eyed her with wide, ingenuous eyes	she's staggeringly ingenuous, or possibly very cunning indeed	 	 	 	naive, innocent, simple, childlike, trusting, trustful, over-trusting, unwary, unsuspicious, unguarded, unsceptical, uncritical, unworldly, wide-eyed, inexperienced, green	[sound:ingenuous.mp3]	prep_scholar greenlight_advanced gregmat manhattan magoosh vince rank_6
gregarious	(of a person) fond of company; sociable	he was a popular and gregarious man	gregarious species forage in flocks from colonies or roosts	in the wild, trees are usually gregarious plants	 	 	sociable, social, company-loving, companionable, convivial, clubbable, social, organized, living in flocks, living in herds, living in shoals	[sound:gregarious.mp3]	prep_scholar greenlight_advanced powerscore manhattan magoosh vince rank_6
augment	make (something) greater by adding to it; increase	he augmented his summer income by painting houses	 	 	 	 	increase, make larger, make bigger, make greater, add to, supplement, build up, enlarge, expand, extend, raise, multiply, elevate, swell, inflate	[sound:augment.mp3]	powerscore greenlight_basic gregmat manhattan magoosh vince rank_6
calumny	the making of false and defamatory statements about someone in order to damage their reputation; slander	a bitter struggle marked by calumny and litigation	a change in the law would prevent the press from publishing calumnies	 	 	 	slander, defamation, defamation of character, character assassination, misrepresentation of character, evil-speaking, calumniation, libel, slander, defamation, defamation of character, character assassination, misrepresentation of character, evil-speaking, calumniation, libel	[sound:calumny.mp3]	prep_scholar greenlight_advanced powerscore gregmat manhattan magoosh rank_6
arcane	understood by few; mysterious or secret	modern math and its arcane notation	 	 	 	 	mysterious, secret, hidden, concealed, covert, clandestine, enigmatic, dark	[sound:arcane.mp3]	prep_scholar greenlight_basic gregmat manhattan magoosh vince rank_6
fastidious	very attentive to and concerned about accuracy and detail	he chooses his words with fastidious care	the child seemed fastidious about getting her fingers sticky or dirty	 	 	 	scrupulous, punctilious, painstaking, meticulous, assiduous, sedulous, perfectionist, fussy, finicky, dainty, over-particular	[sound:fastidious.mp3]	prep_scholar powerscore gregmat manhattan magoosh vince rank_6
nascent	(especially of a process or organization) just coming into existence and beginning to display signs of future potential	the nascent space industry	 	 	 	 	emerging, beginning, coming out, arising, dawning	[sound:nascent.mp3]	prep_scholar greenlight_advanced powerscore gregmat manhattan vince rank_6
bucolic	relating to the pleasant aspects of the countryside and country life	the church is lovely for its bucolic setting	 	 	 	 	rustic, rural, pastoral, country, countryside, agricultural, agrarian, outdoor, idyllic, unspoiled	[sound:bucolic.mp3]	prep_scholar powerscore gregmat manhattan magoosh vince rank_6
umbrage	offense or annoyance	she took umbrage at his remarks	 	 	 	 	take offence, be offended, take exception, bridle, take something personally, be aggrieved, be affronted, take something amiss, be upset, be annoyed, be angry, be indignant, get one's hackles up, be put out, be insulted, be hurt, be wounded, be piqued, be resentful, be disgruntled, get into a huff, go into a huff, get huffy, shade, shadowiness, darkness, gathering darkness, dimness, semi-darkness, twilight	[sound:umbrage.mp3]	greenlight_advanced gregmat powerscore magoosh manhattan vince rank_6
solicitous	characterized by or showing interest or concern	she was always solicitous about the welfare of her students	a solicitous inquiry	he was solicitous to cultivate her mamma's good opinion	 	 	concerned, caring, attentive, mindful, interested, considerate, thoughtful	[sound:solicitous.mp3]	prep_scholar greenlight_advanced powerscore manhattan magoosh vince rank_6
insular	ignorant of or uninterested in cultures, ideas, or peoples outside one's own experience	a stubbornly insular farming people	people living restricted and sometimes insular existences	the movement of goods of insular origin	insular illumination of the 6th century	 	narrow-minded, limited, blinkered, restricted, inward-looking, conventional, parochial, provincial, small-town, localist, small-minded, petty-minded, petty, close-minded, short-sighted, myopic, hidebound, dyed-in-the-wool, diehard, set, set in one's ways, inflexible, dogmatic, rigid, entrenched, illiberal, intolerant, prejudiced, bigoted, biased, partisan, sectarian, xenophobic, discriminatory, isolated, inaccessible, cut off, closed, separate, segregated, detached, solitary, lonely, insulated, self-contained, self-sufficient	[sound:insular.mp3]	prep_scholar greenlight_basic powerscore gregmat manhattan vince rank_6
innocuous	not harmful or offensive	it was an innocuous question	 	 	 	 	harmless, safe, non-dangerous, non-poisonous, non-toxic, non-irritant, non-injurious, innocent, inoffensive, unobjectionable, unexceptionable, unoffending, harmless, mild, peaceful, gentle, tame, insipid	[sound:innocuous.mp3]	greenlight_basic powerscore gregmat manhattan magoosh vince rank_6
engender	cause or give rise to (a feeling, situation, or condition)	the issue engendered continuing controversy	 	 	 	 	cause, be the cause of, give rise to, bring about, lead to, result in, produce, create, generate, arouse, rouse, provoke, incite, kindle, trigger, spark off, touch off, stir up, whip up, induce, inspire, instigate, foment, effect, occasion, promote, foster	[sound:engender.mp3]	prep_scholar greenlight_basic powerscore gregmat manhattan magoosh rank_6
